tilted_angled_isolated+apple-angle-0-trial-0, 1
tilted_angled_isolated+apple-angle-0-trial-1, 1
tilted_angled_isolated+apple-angle-0-trial-2, 1
tilted_angled_isolated+apple-angle-0-trial-3, 1
tilted_angled_isolated+apple-angle-0-trial-4, 1
tilted_angled_isolated+apple-angle-0-trial-5, 1
tilted_angled_isolated+apple-angle-0-trial-6, 1
tilted_angled_isolated+apple-angle-0-trial-7, 1
tilted_angled_isolated+apple-angle-0-trial-8, 0
tilted_angled_isolated+apple-angle-0-trial-9, 1
tilted_angled_isolated+apple-angle-90-trial-0, 0
tilted_angled_isolated+apple-angle-90-trial-1, 0
tilted_angled_isolated+apple-angle-90-trial-2, 0
tilted_angled_isolated+apple-angle-90-trial-3, 0
tilted_angled_isolated+apple-angle-90-trial-4, 0
tilted_angled_isolated+apple-angle-90-trial-5, 0
tilted_angled_isolated+apple-angle-90-trial-6, 0
tilted_angled_isolated+apple-angle-90-trial-7, 0
tilted_angled_isolated+apple-angle-90-trial-8, 0
tilted_angled_isolated+apple-angle-90-trial-9, 0
tilted_angled_isolated+banana-angle-0-trial-0, 0
tilted_angled_isolated+banana-angle-0-trial-1, 1
tilted_angled_isolated+banana-angle-0-trial-2, 1
tilted_angled_isolated+banana-angle-0-trial-3, 0
tilted_angled_isolated+banana-angle-0-trial-4, 1
tilted_angled_isolated+banana-angle-0-trial-5, 1
tilted_angled_isolated+banana-angle-0-trial-6, 1
tilted_angled_isolated+banana-angle-0-trial-7, 1
tilted_angled_isolated+banana-angle-0-trial-8, 1
tilted_angled_isolated+banana-angle-0-trial-9, 1
tilted_angled_isolated+broccoli-angle-0-trial-0, 1
tilted_angled_isolated+broccoli-angle-0-trial-1, 1
tilted_angled_isolated+broccoli-angle-0-trial-2, 1
tilted_angled_isolated+broccoli-angle-0-trial-3, 0
tilted_angled_isolated+broccoli-angle-0-trial-4, 0
tilted_angled_isolated+broccoli-angle-0-trial-5, 1
tilted_angled_isolated+broccoli-angle-0-trial-6, 0
tilted_angled_isolated+broccoli-angle-0-trial-7, 1
tilted_angled_isolated+broccoli-angle-0-trial-8, 0
tilted_angled_isolated+broccoli-angle-0-trial-9, 1
tilted_angled_isolated+broccoli-angle-90-trial-0, 1
tilted_angled_isolated+broccoli-angle-90-trial-1, 0
tilted_angled_isolated+broccoli-angle-90-trial-2, 0
tilted_angled_isolated+broccoli-angle-90-trial-3, 1
tilted_angled_isolated+broccoli-angle-90-trial-4, 0
tilted_angled_isolated+broccoli-angle-90-trial-5, 1
tilted_angled_isolated+broccoli-angle-90-trial-6, 0
tilted_angled_isolated+broccoli-angle-90-trial-7, 1
tilted_angled_isolated+broccoli-angle-90-trial-8, 1
tilted_angled_isolated+broccoli-angle-90-trial-9, 1
